likesCount,text,cleaned_text,sentiment
37,"As Elizabeth Kolbert said in her book, ”The Sixth Extinction”  Man is doomed to be the sixth extinction if we do not act aggressively & immediately to address climate change!",elizabeth kolbert said book sixth extinction man doomed sixth extinction act aggressively immediately address climate change,Neutral
62,"Too bad we don’t see Oct 1821 or 1721, just keep going back and you will find the medieval warming period peak as high as we are now, back well before the little ice age.  #🏒",bad dont oct just going medieval warming period peak high little ice age,Negative
9,"Scary! This is a great graphic to remind everyone that correlation is not causality. We know that even though kids want Halloween to be warm, the advent of trick or treating and such wishes did not *cause global temperature rises since then. For that, we should consult the experts who know even more (was: far more) than what is shown in a single graph. (Edited for clarity)",scary great graphic remind correlation causality know kids want halloween warm advent trick treating wishes did cause global temperature rises consult experts know far shown single graph edited clarity,Positive
1,Wow! 100 years this year! I didn't know that.,wow years year didnt know,Positive
0,Jimmy Valmer ,jimmy valmer,Neutral
0,"You are a big lier.
The Earth is Flat.
The Weather warmnes is beacause of Harp, chemtrails, and...that you and your friends did.
Its not about weather its about CONTROL.
Its new enorm.",big lier earth flat weather warmnes beacause harp chemtrails andthat friends did weather control new enorm,Positive
1,"Small consolation, but it'll be in the high 60's as darkness falls where I live, so hopefully fewer folks will be burning wood and triggering asthma attacks and misery among young and old alike.",small consolation itll high s darkness falls live hopefully fewer folks burning wood triggering asthma attacks misery young old alike,Positive
126,I can only hope to someday attain the level of patience the person running NASA’s social media has.,hope someday attain level patience person running nasas social media,Positive
7,Great post NASA Climate Change. No doubt the fossil fuel trolls will soon be out in force.,great post nasa climate change doubt fossil fuel trolls soon force,Positive
17,Weather is not climate! Climate allows extremes in weather whether it is extreme heat or cold or extreme drought or extreme precipitation/snow.,weather climate climate allows extremes weather extreme heat cold extreme drought extreme precipitationsnow,Negative
8,"It's amazing that well educated people I know still claim the global warming of today is just sheer coincidense, hence continuing to hide their heads in the sand! Also they can't seem to get it into their heads that it's not so much about hot weather but more aboutEXTREME weather which we do have plenty of now.",amazing educated people know claim global warming today just sheer coincidense continuing hide heads sand heads hot weather aboutextreme weather plenty,Positive
43,"thank you for the research you do, and for sticking to the science when people want it politicize it.",thank research sticking science people want politicize,Neutral
0,Perhaps there are new lives being born who will have solutions to problems!,new lives born solutions problems,Positive
0,It's been getting warmer ever since the end of the little ice age. How surprising 😮 🙄,getting warmer end little ice age surprising,Positive
0,"What PPM were the CO2 levels in atmosphere about 50million years ago? 
I found a graph that claims ~1500ppm, just wanted to see if that's legit; though if the correlation with CO2 in atmosphere and global avg temp is anything to go by, it would explain why a large portion of life on earth was cold blooded, right?",ppm levels atmosphere million years ago graph claims ppm just wanted thats legit correlation atmosphere global avg temp explain large portion life earth cold blooded right,Negative
10,Do you have another graph for before 1880?I listened to Randall Carlson talk about historic temperatures and sea level changes. What is your source of information NASA goes to for such records?I'd like to compare his charts with NASAs. His charts go back around 13000 years ago.,graph listened randall carlson talk historic temperatures sea level changes source information nasa goes recordsid like compare charts nasas charts years ago,Neutral
38,"The deniers don’t realize that it may be 20 degrees colder here but it’s that much warmer somewhere else on the planet 
Thermal energy just doesn’t disappear",deniers dont realize degrees colder warmer planet thermal energy just doesnt disappear,Neutral
28,"NASA Climate Change how well were climate stations dispersed in 1880? What assumptions are made in terms of comparability of data from back then until now?

It does make much sense to post data points for individual months.",nasa climate change climate stations dispersed assumptions terms comparability data does make sense post data points individual months,Neutral
0,"Temperature increase was constantly rising up as the data suggest and extremes were more frequent. I hope they also include extremes too, maybe next extreme can be predicted.",temperature increase constantly rising data suggest extremes frequent hope include extremes maybe extreme predicted,Negative
1,"please....NASA Climate Change ........
    🗺🏅🌠 ......
    Every year, the world emits 51 billion tons of greenhouse gases into the atmosphere. To prevent a climate catastrophe, we need to reduce this number to zero by the year 2050, and we must act now to do so..This is a measure of the general consumption rate on the planet for the year 2022 AD.... .. Can you know the general consumption rate for the year 1960 AD...  ????? Thank you very much for the answer..... I love you all and wish you continued success...🗺📈📈📈📈📈📈🌡📈📈🚼📈📈📈📈🌐🌦🌦🌦🌦🌦🌦🌦🌦🌦🌦",pleasenasa climate change year world emits billion tons greenhouse gases atmosphere prevent climate catastrophe need reduce number zero year act sothis measure general consumption rate planet year ad know general consumption rate year ad thank answer love wish continued success,Positive
0,🇺🇸🌎,,Neutral
0,How at some stages like 1900 to 1920 temperature drops in the graph?,stages like temperature drops graph,Neutral
0,🙂🙂🙂,,Neutral
0,"The next time you're sitting in bumper to bumper traffic with cars lined further than you can see, and then realize that every car expels 6 pounds of carbon per gallon burned,   it adds up",time youre sitting bumper bumper traffic cars lined realize car expels pounds carbon gallon burned adds,Neutral
55,"To those who cite a very cold day as evidence against global warming, Stephen Colbert once said “..and world hunger is over because I just ate lunch”",cite cold day evidence global warming stephen colbert said world hunger just ate lunch,Negative
0,In our area of the country (Pa) a lot of the snow plowing people are Republican who have been against emissions laws. Karma is a b*tch!,area country pa lot snow plowing people republican emissions laws karma btch,Neutral
0,politicians keep your hands off our scientists well done NASA forreal ❤️‍🩹,politicians hands scientists nasa forreal,Neutral
3,"Funny how every winter after a big blizzard, the same clowns will use it as their ""proof"" global warming is not true. 

Unfortunately a significant percentage of Americans vehemently  deny the reality of human induced global warning, not based on facts but solely based on their political followings. 

The science denial of the Republican party is one of the biggest threats to our planet.",funny winter big blizzard clowns use proof global warming true unfortunately significant percentage americans vehemently deny reality human induced global warning based facts solely based political followings science denial republican party biggest threats planet,Positive
0,Men argue. Nature acts.,men argue nature acts,Neutral
0,Never seen loess spelled that way. Must be American spelling. 😉,seen loess spelled way american spelling,Neutral
1,"Despite amazing scientific research, not a single government in the world is prepared to address the problem of fossil fuel.",despite amazing scientific research single government world prepared address problem fossil fuel,Positive
1,"How can we bring students who are lacking skills up to speed on greenhouse gases & global warming? I made this graphics-rich resource for our ELA and SPED students, which then became requested by college prep & honors students - Starting from ""what is a greenhouse,"" we carefully move from one idea to the next, bringing all the students to where they need to be

https://kaiserscience.wordpress.com/biology-the-living-environment/human-impact-on-ecosystems/global-warming-and-greenhouse-gases/

After that (at this next link) I offer deeper, related resources:

https://kaiserscience.wordpress.com/biology-the-living-environment/human-impact-on-ecosystems/

* Human-caused atmospheric changes

* The Ozone layer and CFCs

* Global warming has not stopped

* Global warming Industry knew of climate change

* Global warming isn’t natural, and here’s how we know

* Climate skeptics are not like Galileo.

* Causes of the California wildfires

* The discovery of global warming - a full century ago

#globalwarming #climatechange #teachers #NGSS #STEM #Ecology",bring students lacking skills speed greenhouse gases global warming graphicsrich resource ela sped students requested college prep honors students starting greenhouse carefully idea bringing students need link offer deeper related resources humancaused atmospheric changes ozone layer cfcs global warming stopped global warming industry knew climate change global warming isnt natural heres know climate skeptics like galileo causes california wildfires discovery global warming century ago globalwarming climatechange teachers ngss stem ecology,Neutral
0,You’ve wrong. It’s been warming since the last ice age 20k years ago. And guess what? There will be another ice age one day. It’s a giant cycle.,youve wrong warming ice age k years ago guess ice age day giant cycle,Negative
0,"Wow, crazy stats.",wow crazy stats,Negative
0,How anyone can think we have had no impact on our environment is beyond ignorant.,think impact environment ignorant,Neutral
0,Subir un Grado es demasiado!,subir grado es demasiado,Neutral
0,"So if people are the cause, how do you explain why we still aren’t in the ice age…in fact if people cause climate change how do you explain any Ice age or recovery? 
… and since cold kills more people than warm, maybe a bit of global warming is a good thing…",people cause explain arent ice agein fact people cause climate change explain ice age recovery cold kills people warm maybe bit global warming good thing,Positive
1,"Weather is like the clothes you wear on a particular day.
Climate is the contents of your wardrobe",weather like clothes wear particular day climate contents wardrobe,Positive
0,Pourquoi prendre le mois de décembre ? Ok c'est l'hiver dans le nord mais c'est l'été dans le sud...,pourquoi prendre le mois dcembre ok cest lhiver dans le nord mais cest lt dans le sud,Positive
0,Nous accélérons toujours depuis 1990 ……,nous acclrons toujours depuis,Neutral
0,"Just because NASA can't say #HumanCausedGlobalWarming doesn't mean the self-exonerating pseudonyms like ""global warming"" or ""climate change"" land the bullseye. Institutional denialism.",just nasa say humancausedglobalwarming doesnt mean selfexonerating pseudonyms like global warming climate change land bullseye institutional denialism,Negative
1,"Started with the Industrial Age, 1880’s - and beyond.  And never in our planets history, has there been such a rapid and steady increase of such significant warming, as there has been since the beginning of the industrial age.  

One pandemic, which did not shut down the planet, but it drastically reduced the amount of carbon emissions drastically and noticeably.  The positive effects of that slowed down activity, were dramatic and instant.

Why can’t we just decide to have global ‘slow downs’ periodically.
Maybe one month out of every year?",started industrial age s planets history rapid steady increase significant warming beginning industrial age pandemic did shut planet drastically reduced carbon emissions drastically noticeably positive effects slowed activity dramatic instant just decide global slow downs periodically maybe month year,Positive
0,For you deniers I'm just going to say this in short ignorance isn't Bliss it just means you're ignorant honestly,deniers im just going say short ignorance isnt bliss just means youre ignorant honestly,Positive
0,So many Muppets trying to argue with scientists and satellite data hahaha,muppets trying argue scientists satellite data hahaha,Positive
0,I'll bet they were talking about a global cooling from 1880 - 1920!!!,ill bet talking global cooling,Negative
0,https://www.barnesandnoble.com/w/the-great-climate-change-debate-andy-may/1141019734,,Neutral
0,All fake numbers again,fake numbers,Negative
4,Many people do not understand some very basic facts. Weather is not climate.,people understand basic facts weather climate,Neutral
0,You people are absolutely nuts,people absolutely nuts,Positive
0,"The “greenhouse effect” is concerned with the infrared radiation given off by the earth. The sun’s radiation basically passes through the oxygen and nitrogen in the earth’s atmosphere and lands on the earth’s surface, where 70% of it is absorbed; 30% is reflected back into the atmosphere. Part of this radiation bounces off the greenhouse gases and returns to be absorbed by earth. The greenhouses gases (GHGs) are water vapor (H2O), carbon dioxide (CO2), nitrous oxide (NO2) and methane (CH4).

How long does CO2 remain in the atmosphere? This is a difficult question because there are several processes that remove carbon dioxide from the atmosphere. From 65% to 80% of the CO2 that is released into the air dissolves into the ocean over a period of 50-200 years. The rest is removed over several hundred thousand years. According to the IPCC Fourth Assessment Report, about 50% of CO2 increase will be removed from the atmosphere within 30 years, another 30% will be removed within a few centuries and the remaining 20% may stay in the atmosphere for thousands of years. This means that if we could stop carbon dioxide emissions tomorrow, the carbon dioxide in the atmosphere would continue to warm the climate for thousands of years. Methane (CH4), by contrast, persists for about 12 years. Thus, even though methane is 26 times more potent than carbon dioxide, its effect is relatively short-lived. Furthermore, methane has increased from 700 ppb in 1750 to 1893 ppb today; notice that is parts per billion, not parts per million.

If the emissions of carbon dioxide into the atmosphere are causing global warming, how much will the earth warm up by the year 2100? This depends upon how many billions of tons of carbon dioxide are being emitted into the atmosphere. As a general rule, about 1 trillion tons of additional carbon dioxide in the atmosphere (actually 975 billion) will translate to about 125 ppm of additional carbon dioxide. Also, 125 ppm of additional carbon dioxide translates to about 1.8 °F (1 °C) in global warming. This can be verified by the fact that pre-industrial carbon dioxide was about 280 ppm and is now about 405 ppm. During this period, the planet warmed up about 1 °C.

Scientists have measured the amount of atmospheric carbon dioxide which corresponds to 1 ppm and have found that this corresponds to 7.8 billion metric tons of CO2 in the atmosphere. Therefore, in order to increase the global temperature by 1 °C, you would need 125 x 7.8 billion or 975 billion metric tons of carbon dioxide. A metric ton equals 1,000 kilograms (or 2.2 x 1,000 = 2,200 pounds); the U.S. is the only country in the world that does not use the metric ton. In 2016, the world pumped 36.1 billion metric tons (or 39.8 U.S. Gt) of carbon dioxide into the atmosphere. The average per capita emission of carbon dioxide is 7 metric tons per person per year. In the year 2100, there will be about 11 billion people. Therefore, in 2100, in a business-as-usual scenario, we can expect the world to emit 11 x 7 or 77 billion metric tons into the atmosphere per year or an average of 56.5 billion tons for the next 80 years, i.e., an accumulation of 4.52 trillion tons of CO2 by 2300.  Less 25% (1.13 Tt) due to carbon sinks (the oceans are almost saturated with CO2), the world will have an accumulation of 3.4Tt (4.52 – 1.13) of carbon in the atmosphere. Dividing 3.4 trillion tons of CO2 by 975 million = 3.48 °C (6.26 °F).  This means that the world will be 6.26 °F warmer in 2100 than it was in 2020.

The rise in sea level comes from two distinct processes: water expansions (3.3 feet) due to the added 6.26 °F of increased temperature and melting ice, mainly from Greenland (.41 feet) and the Antarctica (.2 feet) or 3.91 total feet by 2100, as well as increased extraction of groundwater due to irrigation.   Although we do not usually notice it, water expands very slightly as it gets warmer. The second and potentially greater contribution to rising sea level comes from the melting of glacial ice. Antarctica has 90% of the ice, Greenland has 9% of the ice (2,931 trillion tons of ice) and the remaining 1% is tied up in continental glaciers, which except for the Himalayas will all melt by 2100.  If Greenland completely melts, it will raise the sea level by about 24 feet (7.2 meters).  If the Antarctica completely melts, it will add 200 feet (or 60 meters) to the sea level rise.   

In the year 2100, I predict that fossil fuels will be almost depleted (coal may last until 2150) and that the temperature rise will level off. My model predicts that Greenland will be losing about 500 Gt of ice per year until the end of the century, resulting in about 0.41 feet of sea level rise by 2100.  In addition, the Antarctica will add another 0.2 feet of sea level rise. Adding this to the 3.3 feet for thermal warming results in a sea level rise of 3.9 feet.  Now add 2 feet due to melting of the West Antarctic Ice Sheet (WAIS) due to the collapse of the Pine Island and Thwaites glaciers and you have a 5.9 foot sea level rise by the end of the century.  NOAA (the National Oceanic and Atmospheric Administration) states that the oceans could rise 8 feet by 2100 under a worse-case scenario, namely a complete collapse of the WAIS.  

What effect would a 5.9 foot sea level rise have on the U.S.? Miami is one of the most vulnerable places to rising seas. About 2 million Americans would see their homes permanently flooded if sea levels rise just 3 feet. If the sea level rises 6 feet, 6 million Americans would see their homes permanently flooded. A new study predicts that as many as 13.1 million Americans in coastal areas will have to relocate by 2100 if the sea level rises 5.9 feet (1.8 meters), which is what I expect to be the most likely scenario.

In addition to sea-level rise, global warming is contributing to increases in the spread of insect-borne illnesses and crop-damaging pests. For example, diseases such as Zika, dengue fever and chikungunya are transmitted by mosquitoes, which pick up these diseases by biting infected people and then spreading them to other people through subsequent bites. Research has shown that warmer temperatures shorten the incubation period, which means the disease can spread more rapidly. Warmer temperatures also tend to increase the geographic range of insects.

Global warming also translates into more extreme weather events because higher temperatures mean an increase in energy in the atmosphere and oceans; energy is what drives weather. While we cannot attribute any particular storm to global warming, we can tie an overall trend to global warming. It makes logical sense that warm ocean waters give birth to more intense weather. Generally, hurricanes cannot survive for long over sea surfaces that are cooler than about 79 °F (26 °C). The longer the ocean waters stay above 79 °F, the more opportunity there is for a hurricane to blossom.

Lastly, global warming will result in more droughts, floods and water scarcity.  Demand for water has tripled during the past 50 years. Currently a half billion people live in a water-stressed country. By 2025, that number is expected to increase to about 3 billion. The vast majority of fresh water, about 70%, is used for agriculture. On the U.S. East Coast, much of the water supply comes from surface water, whereas most of the Midwest gets its water supply from a combination of surface waters and well water. The well water comes from underground aquifers such as the Ogallala Aquifer. At present rates of withdrawal, parts of the Ogallala Aquifer water will be available for irrigation for only another 10 to 20 years.",greenhouse effect concerned infrared radiation given earth suns radiation basically passes oxygen nitrogen earths atmosphere lands earths surface absorbed reflected atmosphere radiation bounces greenhouse gases returns absorbed earth greenhouses gases ghgs water vapor ho carbon dioxide nitrous oxide methane ch long does remain atmosphere difficult question processes remove carbon dioxide atmosphere released air dissolves ocean period years rest removed thousand years according ipcc fourth assessment report increase removed atmosphere years removed centuries remaining stay atmosphere thousands years means stop carbon dioxide emissions tomorrow carbon dioxide atmosphere continue warm climate thousands years methane ch contrast persists years methane times potent carbon dioxide effect relatively shortlived furthermore methane increased ppb ppb today notice parts billion parts million emissions carbon dioxide atmosphere causing global warming earth warm year depends billions tons carbon dioxide emitted atmosphere general rule trillion tons additional carbon dioxide atmosphere actually billion translate ppm additional carbon dioxide ppm additional carbon dioxide translates f c global warming verified fact preindustrial carbon dioxide ppm ppm period planet warmed c scientists measured atmospheric carbon dioxide corresponds ppm corresponds billion metric tons atmosphere order increase global temperature c need x billion billion metric tons carbon dioxide metric ton equals kilograms x pounds country world does use metric ton world pumped billion metric tons gt carbon dioxide atmosphere average capita emission carbon dioxide metric tons person year year billion people businessasusual scenario expect world emit x billion metric tons atmosphere year average billion tons years accumulation trillion tons tt carbon sinks oceans saturated world accumulation tt carbon atmosphere dividing trillion tons million c f means world f warmer rise sea level comes distinct processes water expansions feet added f increased temperature melting ice mainly greenland feet antarctica feet total feet increased extraction groundwater irrigation usually notice water expands slightly gets warmer second potentially greater contribution rising sea level comes melting glacial ice antarctica ice greenland ice trillion tons ice remaining tied continental glaciers himalayas melt greenland completely melts raise sea level feet meters antarctica completely melts add feet meters sea level rise year predict fossil fuels depleted coal temperature rise level model predicts greenland losing gt ice year end century resulting feet sea level rise addition antarctica add feet sea level rise adding feet thermal warming results sea level rise feet add feet melting west antarctic ice sheet wais collapse pine island thwaites glaciers foot sea level rise end century noaa national oceanic atmospheric administration states oceans rise feet worsecase scenario complete collapse wais effect foot sea level rise miami vulnerable places rising seas million americans homes permanently flooded sea levels rise just feet sea level rises feet million americans homes permanently flooded new study predicts million americans coastal areas relocate sea level rises feet meters expect likely scenario addition sealevel rise global warming contributing increases spread insectborne illnesses cropdamaging pests example diseases zika dengue fever chikungunya transmitted mosquitoes pick diseases biting infected people spreading people subsequent bites research shown warmer temperatures shorten incubation period means disease spread rapidly warmer temperatures tend increase geographic range insects global warming translates extreme weather events higher temperatures mean increase energy atmosphere oceans energy drives weather attribute particular storm global warming tie overall trend global warming makes logical sense warm ocean waters birth intense weather generally hurricanes survive long sea surfaces cooler f c longer ocean waters stay f opportunity hurricane blossom lastly global warming result droughts floods water scarcity demand water tripled past years currently half billion people live waterstressed country number expected increase billion vast majority fresh water used agriculture east coast water supply comes surface water midwest gets water supply combination surface waters water water comes underground aquifers ogallala aquifer present rates withdrawal parts ogallala aquifer water available irrigation years,Positive
0,"Is CO2 Earth's Thermostat?
Carbon dioxide has little or nothing to do with global warming. CO2 Is currently traced at 400 ppm. That is one carbon-dioxide molecule for every 2500 parts of the atmosphere. Humans contribute only a scant 16 ppm, which is 4% of the total CO2 accumulated in a year. CO2 only holds heat for a few seconds, and there is not enough of it to drive climate change. It is thermodynamically impossible!
Also, bear in mind, that water vapor is the earth's most abundant and effective Greenhouse Gas. CO2 is only 5% of the earth's CHG. Water vapor is 95% of the earth's GHG and holds heat far longer than CO2.
Lastly, CO2 will increase only after temperatures rise (eg. El Nino) and oceans degas. Conversely, CO2 levels drop as temperatures cool. In other words, CO2 levels are influenced by heat or the lack thereof and therefore do not drive climate but follow climate.
Clearly, CO2 is actually a thermometer and not a thermostat!",earths thermostat carbon dioxide little global warming currently traced ppm carbondioxide molecule parts atmosphere humans contribute scant ppm total accumulated year holds heat seconds drive climate change thermodynamically impossible bear mind water vapor earths abundant effective greenhouse gas earths chg water vapor earths ghg holds heat far longer lastly increase temperatures rise el nino oceans degas conversely levels drop temperatures cool words levels influenced heat lack thereof drive climate follow climate clearly actually thermometer thermostat,Positive
0,https://www.facebook.com/reel/3246160055626064/,,Neutral
0,‘,,Neutral
0,Kevin Lay,kevin lay,Neutral
0,"Look at this phone case 
bit.ly/3XmDT8c
What do you think?",look phone case bitlyxmdtc think,Neutral
0,emen,emen,Neutral
0,‘Fact’[‘V-x’[![‘]]Ray]’y[2’]💯🎯✔️’💯🎯‼️’🎯💯‼️’,factvxrayy,Neutral
1,This is our fault,fault,Neutral
0,You show em!,em,Neutral
4,"The “greenhouse effect” is concerned with the infrared radiation given off by the earth. The sun’s radiation basically passes through the oxygen and nitrogen in the earth’s atmosphere and lands on the earth’s surface, where 70% of it is absorbed; 30% is reflected back into the atmosphere. Part of this radiation bounces off the greenhouse gases and returns to be absorbed by earth. The greenhouses gases (GHGs) are water vapor (H2O), carbon dioxide (CO2), nitrous oxide (NO2) and methane (CH4).

How long does CO2 remain in the atmosphere? This is a difficult question because there are several processes that remove carbon dioxide from the atmosphere. From 65% to 80% of the CO2 that is released into the air dissolves into the ocean over a period of 50-200 years. The rest is removed over several hundred thousand years. According to the IPCC Fourth Assessment Report, about 50% of CO2 increase will be removed from the atmosphere within 30 years, another 30% will be removed within a few centuries and the remaining 20% may stay in the atmosphere for thousands of years. This means that if we could stop carbon dioxide emissions tomorrow, the carbon dioxide in the atmosphere would continue to warm the climate for thousands of years. Methane (CH4), by contrast, persists for about 12 years. Thus, even though methane is 26 times more potent than carbon dioxide, its effect is relatively short-lived. Furthermore, methane has increased from 700 ppb in 1750 to 1893 ppb today; notice that is parts per billion, not parts per million.

If the emissions of carbon dioxide into the atmosphere are causing global warming, how much will the earth warm up by the year 2100? This depends upon how many billions of tons of carbon dioxide are being emitted into the atmosphere. As a general rule, about 1 trillion tons of additional carbon dioxide in the atmosphere (actually 975 billion) will translate to about 125 ppm of additional carbon dioxide. Also, 125 ppm of additional carbon dioxide translates to about 1.8 °F (1 °C) in global warming. This can be verified by the fact that pre-industrial carbon dioxide was about 280 ppm and is now about 405 ppm. During this period, the planet warmed up about 1 °C.

Scientists have measured the amount of atmospheric carbon dioxide which corresponds to 1 ppm and have found that this corresponds to 7.8 billion metric tons of CO2 in the atmosphere. Therefore, in order to increase the global temperature by 1 °C, you would need 125 x 7.8 billion or 975 billion metric tons of carbon dioxide. A metric ton equals 1,000 kilograms (or 2.2 x 1,000 = 2,200 pounds); the U.S. is the only country in the world that does not use the metric ton. In 2016, the world pumped 36.1 billion metric tons (or 39.8 U.S. Gt) of carbon dioxide into the atmosphere. The average per capita emission of carbon dioxide is 7 metric tons per person per year. In the year 2100, there will be about 11 billion people. Therefore, in 2100, in a business-as-usual scenario, we can expect the world to emit 11 x 7 or 77 billion metric tons into the atmosphere per year or an average of 56.5 billion tons for the next 80 years, i.e., an accumulation of 4.52 trillion tons of CO2 by 2300.  Less 25% (1.13 Tt) due to carbon sinks (the oceans are almost saturated with CO2), the world will have an accumulation of 3.4Tt (4.52 – 1.13) of carbon in the atmosphere. Dividing 3.4 trillion tons of CO2 by 975 million = 3.48 °C (6.26 °F).  This means that the world will be 6.26 °F warmer in 2100 than it was in 2020.

The rise in sea level comes from two distinct processes: water expansions (3.3 feet) due to the added 6.26 °F of increased temperature and melting ice, mainly from Greenland (.41 feet) and the Antarctica (.2 feet) or 3.91 total feet by 2100, as well as increased extraction of groundwater due to irrigation.   Although we do not usually notice it, water expands very slightly as it gets warmer. The second and potentially greater contribution to rising sea level comes from the melting of glacial ice. Antarctica has 90% of the ice, Greenland has 9% of the ice (2,931 trillion tons of ice) and the remaining 1% is tied up in continental glaciers, which except for the Himalayas will all melt by 2100.  If Greenland completely melts, it will raise the sea level by about 24 feet (7.2 meters).  If the Antarctica completely melts, it will add 200 feet (or 60 meters) to the sea level rise.   

In the year 2100, I predict that fossil fuels will be almost depleted (coal may last until 2150) and that the temperature rise will level off. My model predicts that Greenland will be losing about 500 Gt of ice per year until the end of the century, resulting in about 0.41 feet of sea level rise by 2100.  In addition, the Antarctica will add another 0.2 feet of sea level rise. Adding this to the 3.3 feet for thermal warming results in a sea level rise of 3.9 feet.  Now add 2 feet due to melting of the West Antarctic Ice Sheet (WAIS) due to the collapse of the Pine Island and Thwaites glaciers and you have a 5.9 foot sea level rise by the end of the century.  NOAA (the National Oceanic and Atmospheric Administration) states that the oceans could rise 8 feet by 2100 under a worse-case scenario, namely a complete collapse of the WAIS.  

What effect would a 5.9 foot sea level rise have on the U.S.? Miami is one of the most vulnerable places to rising seas. About 2 million Americans would see their homes permanently flooded if sea levels rise just 3 feet. If the sea level rises 6 feet, 6 million Americans would see their homes permanently flooded. A new study predicts that as many as 13.1 million Americans in coastal areas will have to relocate by 2100 if the sea level rises 5.9 feet (1.8 meters), which is what I expect to be the most likely scenario.

In addition to sea-level rise, global warming is contributing to increases in the spread of insect-borne illnesses and crop-damaging pests. For example, diseases such as Zika, dengue fever and chikungunya are transmitted by mosquitoes, which pick up these diseases by biting infected people and then spreading them to other people through subsequent bites. Research has shown that warmer temperatures shorten the incubation period, which means the disease can spread more rapidly. Warmer temperatures also tend to increase the geographic range of insects.

Global warming also translates into more extreme weather events because higher temperatures mean an increase in energy in the atmosphere and oceans; energy is what drives weather. While we cannot attribute any particular storm to global warming, we can tie an overall trend to global warming. It makes logical sense that warm ocean waters give birth to more intense weather. Generally, hurricanes cannot survive for long over sea surfaces that are cooler than about 79 °F (26 °C). The longer the ocean waters stay above 79 °F, the more opportunity there is for a hurricane to blossom.

Lastly, global warming will result in more droughts, floods and water scarcity.  Demand for water has tripled during the past 50 years. Currently a half billion people live in a water-stressed country. By 2025, that number is expected to increase to about 3 billion. The vast majority of fresh water, about 70%, is used for agriculture. On the U.S. East Coast, much of the water supply comes from surface water, whereas most of the Midwest gets its water supply from a combination of surface waters and well water. The well water comes from underground aquifers such as the Ogallala Aquifer. At present rates of withdrawal, parts of the Ogallala Aquifer water will be available for irrigation for only another 10 to 20 years.",greenhouse effect concerned infrared radiation given earth suns radiation basically passes oxygen nitrogen earths atmosphere lands earths surface absorbed reflected atmosphere radiation bounces greenhouse gases returns absorbed earth greenhouses gases ghgs water vapor ho carbon dioxide nitrous oxide methane ch long does remain atmosphere difficult question processes remove carbon dioxide atmosphere released air dissolves ocean period years rest removed thousand years according ipcc fourth assessment report increase removed atmosphere years removed centuries remaining stay atmosphere thousands years means stop carbon dioxide emissions tomorrow carbon dioxide atmosphere continue warm climate thousands years methane ch contrast persists years methane times potent carbon dioxide effect relatively shortlived furthermore methane increased ppb ppb today notice parts billion parts million emissions carbon dioxide atmosphere causing global warming earth warm year depends billions tons carbon dioxide emitted atmosphere general rule trillion tons additional carbon dioxide atmosphere actually billion translate ppm additional carbon dioxide ppm additional carbon dioxide translates f c global warming verified fact preindustrial carbon dioxide ppm ppm period planet warmed c scientists measured atmospheric carbon dioxide corresponds ppm corresponds billion metric tons atmosphere order increase global temperature c need x billion billion metric tons carbon dioxide metric ton equals kilograms x pounds country world does use metric ton world pumped billion metric tons gt carbon dioxide atmosphere average capita emission carbon dioxide metric tons person year year billion people businessasusual scenario expect world emit x billion metric tons atmosphere year average billion tons years accumulation trillion tons tt carbon sinks oceans saturated world accumulation tt carbon atmosphere dividing trillion tons million c f means world f warmer rise sea level comes distinct processes water expansions feet added f increased temperature melting ice mainly greenland feet antarctica feet total feet increased extraction groundwater irrigation usually notice water expands slightly gets warmer second potentially greater contribution rising sea level comes melting glacial ice antarctica ice greenland ice trillion tons ice remaining tied continental glaciers himalayas melt greenland completely melts raise sea level feet meters antarctica completely melts add feet meters sea level rise year predict fossil fuels depleted coal temperature rise level model predicts greenland losing gt ice year end century resulting feet sea level rise addition antarctica add feet sea level rise adding feet thermal warming results sea level rise feet add feet melting west antarctic ice sheet wais collapse pine island thwaites glaciers foot sea level rise end century noaa national oceanic atmospheric administration states oceans rise feet worsecase scenario complete collapse wais effect foot sea level rise miami vulnerable places rising seas million americans homes permanently flooded sea levels rise just feet sea level rises feet million americans homes permanently flooded new study predicts million americans coastal areas relocate sea level rises feet meters expect likely scenario addition sealevel rise global warming contributing increases spread insectborne illnesses cropdamaging pests example diseases zika dengue fever chikungunya transmitted mosquitoes pick diseases biting infected people spreading people subsequent bites research shown warmer temperatures shorten incubation period means disease spread rapidly warmer temperatures tend increase geographic range insects global warming translates extreme weather events higher temperatures mean increase energy atmosphere oceans energy drives weather attribute particular storm global warming tie overall trend global warming makes logical sense warm ocean waters birth intense weather generally hurricanes survive long sea surfaces cooler f c longer ocean waters stay f opportunity hurricane blossom lastly global warming result droughts floods water scarcity demand water tripled past years currently half billion people live waterstressed country number expected increase billion vast majority fresh water used agriculture east coast water supply comes surface water midwest gets water supply combination surface waters water water comes underground aquifers ogallala aquifer present rates withdrawal parts ogallala aquifer water available irrigation years,Positive
0,Iqbal Badruddin,iqbal badruddin,Neutral
0,A very real concern !!!!,real concern,Positive
0,Someone send this to tRump !!!,send trump,Neutral
0,Anneliese Garcia,anneliese garcia,Neutral
